Timestamp,Label,Confidence (%)
2025-04-18 15:14:08,0 Flat Foot,58.64
2025-04-18 15:14:08,2 normal foot,65.95
2025-04-18 15:22:59,2 normal foot,100.00
2025-04-18 15:22:59,2 normal foot,100.00
2025-04-18 15:23:00,2 normal foot,99.98
2025-04-18 15:23:00,2 normal foot,99.92
2025-04-18 15:23:01,2 normal foot,97.76
2025-04-18 15:23:01,0 Flat Foot,99.66
2025-04-18 15:23:02,2 normal foot,100.00
2025-04-18 15:23:03,2 normal foot,99.98
2025-04-18 15:23:03,2 normal foot,100.00
2025-04-18 15:23:04,2 normal foot,100.00
2025-04-18 15:23:04,2 normal foot,100.00
2025-04-18 15:23:05,2 normal foot,100.00
2025-04-18 15:23:05,2 normal foot,99.92
2025-04-18 15:23:06,2 normal foot,99.99
2025-04-18 15:23:06,2 normal foot,99.99
2025-04-18 15:23:07,2 normal foot,100.00
2025-04-18 15:23:07,2 normal foot,100.00
2025-04-18 15:23:07,2 normal foot,100.00
2025-04-18 15:23:08,2 normal foot,99.99
2025-04-18 15:23:08,2 normal foot,99.99
2025-04-18 15:23:09,2 normal foot,99.99
2025-04-18 15:23:09,2 normal foot,100.00
2025-04-18 15:23:10,2 normal foot,100.00
2025-04-18 15:23:10,2 normal foot,99.99
2025-04-18 15:23:11,2 normal foot,99.99
2025-04-18 15:23:11,2 normal foot,100.00
2025-04-18 15:23:12,2 normal foot,99.99
2025-04-18 15:23:12,2 normal foot,100.00
2025-04-18 15:23:12,2 normal foot,100.00
2025-04-18 15:23:13,2 normal foot,100.00
2025-04-18 15:23:13,2 normal foot,99.98
2025-04-18 15:23:14,2 normal foot,96.52
2025-04-18 15:23:14,2 normal foot,80.86
2025-04-18 15:23:15,2 normal foot,95.59
2025-04-18 15:23:15,2 normal foot,100.00
2025-04-18 15:23:16,2 normal foot,99.98
2025-04-18 15:23:17,2 normal foot,99.97
2025-04-18 15:23:17,2 normal foot,99.94
2025-04-18 15:23:18,2 normal foot,99.99
2025-04-18 15:23:18,2 normal foot,99.99
2025-04-18 15:23:19,2 normal foot,99.98
2025-04-18 15:23:19,2 normal foot,99.97
2025-04-18 15:23:22,2 normal foot,97.04
2025-04-18 15:23:22,2 normal foot,94.95
2025-04-18 15:23:23,2 normal foot,97.13
2025-04-18 15:23:23,2 normal foot,97.22
2025-04-18 15:23:24,2 normal foot,99.96
2025-04-18 15:23:24,2 normal foot,98.52
2025-04-18 15:23:25,2 normal foot,99.41
2025-04-18 15:23:25,2 normal foot,99.99
2025-04-18 15:23:26,2 normal foot,99.96
2025-04-18 15:23:26,2 normal foot,99.97
2025-04-18 15:23:26,2 normal foot,99.93
2025-04-18 15:23:27,2 normal foot,99.96
2025-04-18 15:23:28,2 normal foot,99.91
2025-04-18 15:23:28,2 normal foot,99.95
2025-04-18 15:23:28,2 normal foot,99.99
2025-04-18 15:23:29,2 normal foot,99.99
2025-04-18 15:23:29,2 normal foot,99.97
2025-04-18 15:23:30,2 normal foot,99.72
2025-04-18 15:23:30,2 normal foot,98.72
2025-04-18 15:23:30,2 normal foot,99.99
2025-04-18 15:23:30,2 normal foot,99.89
2025-04-18 15:23:31,2 normal foot,99.71
2025-04-18 15:23:31,2 normal foot,99.96
2025-04-18 15:23:32,2 normal foot,100.00
2025-04-18 15:23:32,2 normal foot,99.98
2025-04-18 15:23:32,2 normal foot,99.99
2025-04-18 15:23:33,2 normal foot,99.75
2025-04-18 15:23:33,2 normal foot,99.99
2025-04-18 15:23:34,2 normal foot,94.28
2025-04-18 15:23:34,2 normal foot,99.13
2025-04-18 15:23:35,2 normal foot,95.95
2025-04-18 15:23:35,2 normal foot,59.59
2025-04-18 15:23:36,2 normal foot,53.83
2025-04-18 15:23:36,2 normal foot,94.96
2025-04-18 15:23:37,2 normal foot,98.22
2025-04-18 15:23:37,2 normal foot,99.92
2025-04-18 15:23:38,2 normal foot,99.11
2025-04-18 15:23:38,2 normal foot,80.06
2025-04-18 15:23:38,2 normal foot,88.48
2025-04-18 15:23:39,2 normal foot,94.23
2025-04-18 15:23:39,2 normal foot,87.85
2025-04-18 15:23:40,0 Flat Foot,89.97
2025-04-18 15:23:40,0 Flat Foot,94.17
2025-04-18 15:23:40,0 Flat Foot,87.93
2025-04-18 15:23:41,0 Flat Foot,83.73
2025-04-18 15:23:41,0 Flat Foot,91.23
2025-04-18 15:23:41,2 normal foot,95.44
2025-04-18 15:23:42,2 normal foot,99.64
2025-04-18 15:23:42,2 normal foot,99.70
2025-04-18 15:23:43,2 normal foot,99.29
2025-04-18 15:23:43,2 normal foot,97.85
2025-04-18 15:23:43,2 normal foot,99.97
2025-04-18 15:23:44,2 normal foot,98.55
2025-04-18 15:23:44,2 normal foot,82.93
2025-04-18 15:23:45,2 normal foot,99.65
2025-04-18 15:23:45,2 normal foot,98.23
2025-04-18 15:23:46,2 normal foot,99.25
2025-04-18 15:23:46,2 normal foot,100.00
2025-04-18 15:23:46,2 normal foot,99.95
2025-04-18 15:23:47,2 normal foot,99.99
2025-04-18 15:23:47,2 normal foot,99.99
2025-04-18 15:23:48,2 normal foot,99.89
2025-04-18 15:23:48,2 normal foot,99.82
2025-04-18 15:31:10,0 Flat Foot,72.88
2025-04-18 15:31:11,0 Flat Foot,88.22
2025-04-18 15:31:11,0 Flat Foot,58.24
2025-04-18 15:31:16,2 normal foot,87.76
2025-04-18 15:31:16,2 normal foot,99.90
2025-04-18 15:31:17,2 normal foot,95.55
2025-04-18 15:31:17,2 normal foot,96.42
2025-04-18 15:31:18,2 normal foot,96.04
2025-04-18 15:31:18,2 normal foot,73.77
2025-04-18 15:31:18,2 normal foot,95.37
2025-04-18 15:31:18,2 normal foot,95.65
2025-04-18 15:31:19,2 normal foot,99.43
2025-04-18 15:31:19,2 normal foot,99.34
2025-04-18 15:31:19,2 normal foot,99.69
2025-04-18 15:31:19,2 normal foot,94.43
2025-04-18 15:31:19,2 normal foot,99.37
2025-04-18 15:31:19,2 normal foot,99.60
2025-04-18 15:31:19,2 normal foot,99.83
2025-04-18 15:31:27,2 normal foot,74.88
2025-04-18 15:31:28,2 normal foot,59.24
2025-04-18 15:31:28,2 normal foot,54.95
2025-04-18 15:31:28,2 normal foot,55.34
2025-04-18 15:31:29,2 normal foot,76.37
2025-04-18 15:31:29,2 normal foot,90.97
2025-04-18 15:31:29,2 normal foot,76.23
2025-04-18 15:31:30,2 normal foot,93.64
2025-04-18 15:31:30,2 normal foot,99.36
2025-04-18 15:31:30,2 normal foot,99.86
2025-04-18 15:31:42,2 normal foot,99.49
2025-04-18 15:31:42,2 normal foot,97.72
2025-04-18 15:31:42,2 normal foot,99.50
2025-04-18 15:31:43,2 normal foot,99.33
2025-04-18 15:31:43,2 normal foot,99.86
2025-04-18 15:31:43,2 normal foot,98.53
2025-04-18 15:31:43,2 normal foot,99.59
2025-04-18 15:31:44,2 normal foot,99.34
2025-04-18 15:31:45,2 normal foot,98.33
2025-04-18 15:31:45,2 normal foot,99.82
2025-04-18 15:31:46,2 normal foot,99.80
2025-04-18 15:31:47,2 normal foot,99.91
2025-04-18 15:31:47,2 normal foot,99.88
2025-04-18 15:31:48,2 normal foot,99.96
2025-04-18 15:31:49,2 normal foot,76.79
2025-04-18 15:31:49,2 normal foot,95.36
2025-04-18 15:31:49,2 normal foot,98.20
2025-04-18 15:31:50,2 normal foot,85.40
2025-04-18 15:31:50,2 normal foot,89.47
2025-04-18 15:31:50,2 normal foot,95.30
2025-04-18 15:31:51,2 normal foot,99.16
2025-04-18 15:31:51,2 normal foot,98.25
2025-04-18 15:31:51,2 normal foot,98.51
2025-04-18 15:31:51,2 normal foot,97.43
2025-04-18 15:31:51,2 normal foot,99.49
2025-04-18 15:31:51,2 normal foot,99.66
2025-04-18 15:31:52,2 normal foot,98.93
2025-04-18 15:31:53,2 normal foot,99.35
2025-04-18 15:31:53,2 normal foot,98.56
2025-04-18 15:31:53,2 normal foot,99.09
2025-04-18 15:31:53,2 normal foot,98.70
2025-04-18 15:31:53,2 normal foot,98.68
2025-04-18 15:31:53,2 normal foot,99.47
2025-04-18 15:31:54,2 normal foot,99.65
2025-04-18 15:31:54,2 normal foot,97.70
2025-04-18 15:31:54,2 normal foot,99.94
2025-04-18 15:32:07,2 normal foot,99.77
2025-04-18 15:32:07,2 normal foot,81.23
2025-04-18 15:32:08,2 normal foot,91.15
2025-04-18 15:32:08,2 normal foot,53.64
2025-04-18 15:32:09,2 normal foot,99.04
2025-04-18 15:32:09,2 normal foot,99.96
2025-04-18 15:32:10,2 normal foot,99.91
2025-04-18 15:32:10,2 normal foot,99.86
2025-04-18 15:32:10,2 normal foot,99.99
2025-04-18 15:32:10,2 normal foot,100.00
2025-04-18 15:32:11,2 normal foot,99.97
2025-04-18 15:33:39,0 Flat Foot,86.20
2025-04-18 15:33:40,0 Flat Foot,99.69
2025-04-18 15:33:41,0 Flat Foot,96.69
2025-04-18 15:33:41,0 Flat Foot,98.00
2025-04-18 15:33:41,0 Flat Foot,96.93
2025-04-18 15:33:42,0 Flat Foot,99.01
2025-04-18 15:33:43,0 Flat Foot,99.70
2025-04-18 15:33:44,0 Flat Foot,99.94
2025-04-18 15:33:55,0 Flat Foot,99.85
2025-04-18 15:33:55,0 Flat Foot,99.93
2025-04-18 15:33:56,0 Flat Foot,99.01
2025-04-18 15:33:56,0 Flat Foot,99.78
2025-04-18 15:33:56,0 Flat Foot,99.80
2025-04-18 15:33:57,0 Flat Foot,99.74
2025-04-18 15:33:58,0 Flat Foot,98.99
2025-04-18 15:33:58,0 Flat Foot,99.00
2025-04-18 15:33:59,0 Flat Foot,99.98
2025-04-18 15:34:00,0 Flat Foot,100.00
2025-04-18 15:34:00,0 Flat Foot,100.00
2025-04-18 15:34:00,0 Flat Foot,100.00
2025-04-18 15:34:00,0 Flat Foot,100.00
2025-04-18 15:34:00,0 Flat Foot,99.99
2025-04-18 15:34:01,0 Flat Foot,99.98
2025-04-18 15:34:01,0 Flat Foot,99.99
2025-04-18 15:34:01,0 Flat Foot,100.00
2025-04-18 15:34:01,0 Flat Foot,99.99
2025-04-18 15:34:02,0 Flat Foot,99.97
2025-04-18 15:34:02,0 Flat Foot,99.96
2025-04-18 15:34:02,0 Flat Foot,99.95
2025-04-18 15:34:03,0 Flat Foot,87.93
2025-04-18 15:34:03,0 Flat Foot,94.54
2025-04-18 15:34:03,0 Flat Foot,96.92
2025-04-18 15:34:03,0 Flat Foot,96.80
2025-04-18 15:34:03,0 Flat Foot,99.56
2025-04-18 15:34:04,0 Flat Foot,97.40
2025-04-18 15:34:04,0 Flat Foot,99.22
2025-04-18 15:34:04,0 Flat Foot,96.78
2025-04-18 15:34:04,0 Flat Foot,81.08
2025-04-18 15:34:04,0 Flat Foot,92.62
2025-04-18 15:34:05,0 Flat Foot,90.99
2025-04-18 15:34:05,0 Flat Foot,88.93
2025-04-18 15:34:05,0 Flat Foot,94.89
2025-04-18 15:34:05,0 Flat Foot,70.45
2025-04-18 15:34:06,0 Flat Foot,98.55
2025-04-18 15:34:06,0 Flat Foot,97.04
2025-04-18 15:34:06,0 Flat Foot,96.95
2025-04-18 15:34:06,0 Flat Foot,99.28
2025-04-18 15:34:06,0 Flat Foot,99.47
2025-04-18 15:34:07,0 Flat Foot,96.98
2025-04-18 15:34:07,0 Flat Foot,98.51
2025-04-18 15:34:07,0 Flat Foot,99.10
2025-04-18 15:34:07,0 Flat Foot,91.12
2025-04-18 15:34:07,0 Flat Foot,96.84
2025-04-18 15:34:08,0 Flat Foot,98.07
2025-04-18 15:34:08,0 Flat Foot,88.08
2025-04-18 15:34:08,0 Flat Foot,88.84
2025-04-18 15:34:08,0 Flat Foot,98.78
2025-04-18 15:34:09,0 Flat Foot,99.94
2025-04-18 15:34:09,0 Flat Foot,95.49
2025-04-18 15:34:09,2 normal foot,78.81
2025-04-18 15:34:09,2 normal foot,97.52
2025-04-18 15:34:10,2 normal foot,95.71
2025-04-18 15:34:10,2 normal foot,96.80
2025-04-18 15:34:10,2 normal foot,96.01
2025-04-18 15:34:11,2 normal foot,94.98
2025-04-18 15:34:11,2 normal foot,89.42
2025-04-18 15:34:11,2 normal foot,88.54
2025-04-18 15:34:11,2 normal foot,94.35
2025-04-18 15:34:12,0 Flat Foot,99.80
2025-04-18 15:34:12,0 Flat Foot,99.94
2025-04-18 15:34:12,0 Flat Foot,99.33
2025-04-18 15:34:12,0 Flat Foot,99.53
2025-04-18 15:34:13,0 Flat Foot,98.87
2025-04-18 15:34:13,0 Flat Foot,98.32
2025-04-18 15:34:13,0 Flat Foot,99.25
2025-04-18 15:34:13,0 Flat Foot,99.08
2025-04-18 15:34:13,0 Flat Foot,99.96
2025-04-18 15:34:14,0 Flat Foot,99.94
2025-04-18 15:34:14,0 Flat Foot,99.90
2025-04-18 15:34:14,0 Flat Foot,99.91
2025-04-18 15:34:14,0 Flat Foot,99.45
2025-04-18 15:34:14,0 Flat Foot,99.82
2025-04-18 15:34:15,2 normal foot,84.49
2025-04-18 15:34:16,0 Flat Foot,66.31
2025-04-18 15:34:16,2 normal foot,80.47
2025-04-18 15:34:16,2 normal foot,88.48
2025-04-18 15:34:16,2 normal foot,83.99
2025-04-18 15:34:16,2 normal foot,63.28
2025-04-18 15:34:17,2 normal foot,72.75
2025-04-18 15:34:17,2 normal foot,92.35
2025-04-18 15:34:17,0 Flat Foot,66.65
2025-04-18 15:34:17,2 normal foot,90.65
2025-04-18 15:34:17,2 normal foot,90.86
2025-04-18 15:34:18,2 normal foot,57.28
2025-04-18 15:34:18,0 Flat Foot,85.52
2025-04-18 15:49:43,0 Flat Foot,90.26
2025-04-18 15:49:44,0 Flat Foot,94.54
2025-04-18 15:49:45,0 Flat Foot,96.40
2025-04-18 15:49:45,2 normal foot,97.07
2025-04-18 15:49:47,2 normal foot,91.94
2025-04-18 15:49:47,2 normal foot,96.23
2025-04-18 15:49:47,0 Flat Foot,61.77
2025-04-18 15:49:48,0 Flat Foot,97.04
2025-04-18 15:50:06,0 Flat Foot,98.51
2025-04-18 15:50:06,0 Flat Foot,99.30
2025-04-18 15:50:06,0 Flat Foot,99.32
2025-04-18 15:50:07,0 Flat Foot,96.19
2025-04-18 15:50:07,0 Flat Foot,99.63
2025-04-18 15:50:07,0 Flat Foot,98.95
2025-04-18 15:50:07,0 Flat Foot,99.55
2025-04-18 15:50:07,0 Flat Foot,98.79
2025-04-18 15:50:07,0 Flat Foot,99.24
2025-04-18 15:50:13,2 normal foot,75.99
2025-04-18 15:50:17,0 Flat Foot,94.86
2025-04-18 15:50:23,2 normal foot,77.71
2025-04-18 15:50:23,2 normal foot,84.00
2025-04-18 15:50:24,2 normal foot,83.53
2025-04-18 15:50:24,2 normal foot,84.98
2025-04-18 15:50:24,1 High foot,68.50
2025-04-18 15:50:25,1 High foot,55.62
2025-04-18 15:50:25,1 High foot,65.95
2025-04-18 15:50:25,1 High foot,50.92
2025-04-18 15:50:25,2 normal foot,49.97
2025-04-18 15:50:26,1 High foot,55.34
2025-04-18 15:50:26,2 normal foot,47.68
2025-04-18 15:50:27,2 normal foot,86.46
2025-04-18 15:50:27,2 normal foot,69.14
2025-04-18 15:50:28,0 Flat Foot,74.52
2025-04-18 15:50:28,0 Flat Foot,91.59
2025-04-18 15:50:34,1 High foot,60.37
2025-04-18 15:50:34,2 normal foot,98.07
2025-04-18 15:50:35,2 normal foot,69.38
2025-04-18 15:50:35,2 normal foot,92.73
2025-04-18 15:50:36,2 normal foot,96.61
2025-04-18 15:50:37,2 normal foot,88.45
2025-04-18 15:50:37,2 normal foot,95.05
2025-04-18 15:50:39,0 Flat Foot,98.35
2025-04-18 15:50:47,2 normal foot,93.33
2025-04-18 15:50:47,2 normal foot,72.36
2025-04-18 15:50:48,2 normal foot,84.55
2025-04-18 15:50:48,2 normal foot,94.69
2025-04-18 15:50:48,0 Flat Foot,93.09
2025-04-18 15:50:49,0 Flat Foot,93.28
2025-04-18 15:50:49,0 Flat Foot,99.89
2025-04-18 15:50:50,2 normal foot,56.23
2025-04-18 15:50:51,0 Flat Foot,99.95
2025-04-18 15:50:51,0 Flat Foot,99.97
2025-04-18 15:50:52,0 Flat Foot,99.93
2025-04-18 15:50:53,0 Flat Foot,76.56
2025-04-18 15:50:54,2 normal foot,81.65
2025-04-18 15:50:54,0 Flat Foot,70.61
2025-04-18 15:50:55,0 Flat Foot,71.63
2025-04-18 15:50:55,2 normal foot,66.62
2025-04-18 15:50:56,2 normal foot,77.74
